recipe_id,ingredient,cuisine
36284,rice vinegar,vietnamese
36284,fresh ginger,vietnamese
36284,salt,vietnamese
36284,chopped cilantro fresh,vietnamese
36284,flank steak,vietnamese
36284,ground coriander,vietnamese
21323,sugar,cajun_creole
21323,bell pepper,cajun_creole
21323,vegetable stock,cajun_creole
21323,shrimp,cajun_creole
21323,pepper,cajun_creole
21323,flour,cajun_creole
21323,diced tomatoes,cajun_creole
21323,onions,cajun_creole
21323,crushed tomatoes,cajun_creole
21323,bay leaves,cajun_creole
21323,salt,cajun_creole
21323,celery ribs,cajun_creole
21323,olive oil,cajun_creole
21323,salt free seasoning,cajun_creole
21323,garlic cloves,cajun_creole
30768,sugar,british
30768,butter,british
30768,milk,british
30768,cornmeal,british
30768,warm water,british
30768,salt,british
30768,active dry yeast,british
30768,bread flour,british
11837,hot red pepper flakes,vietnamese
11837,large eggs,vietnamese
11837,scallions,vietnamese
11837,asian fish sauce,vietnamese
11837,minced garlic,vietnamese
11837,white rice,vietnamese
11837,beansprouts,vietnamese
11837,sugar,vietnamese
11837,corn oil,vietnamese
11837,carrots,vietnamese
11837,dry roasted peanuts,vietnamese
11837,rice vinegar,vietnamese
11837,chopped cilantro fresh,vietnamese
23062,new potatoes,italian
23062,italian seasoning,italian
23062,paprika,italian
23062,vegetable oil,italian
23062,olive oil,italian
23062,salt,italian
44420,sugar,french
44420,part-skim ricotta cheese,french
44420,unflavored gelatin,french
44420,reduced-fat sour cream,french
44420,"cream cheese, soften",french
44420,sweetener,french
44420,goat cheese,french
44420,cold water,french
44420,gingersnap,french
44420,berries,french
24350,eggs,italian
24350,cherry tomatoes,italian
24350,ricotta cheese,italian
24350,salt,italian
24350,gnocchi,italian
24350,sugar,italian
24350,freshly grated parmesan,italian
24350,diced tomatoes,italian
24350,grated pecorino,italian
24350,fresh basil,italian
24350,olive oil,italian
24350,heavy cream,italian
24350,sauce,italian
24350,tomato paste,italian
24350,pepper,italian
24350,flour,italian
24350,garlic,italian
24350,shredded mozzarella cheese,italian
470,olive oil,mexican
470,garlic,mexican
470,dried oregano,mexican
470,lime,mexican
470,boneless skinless chicken breasts,mexican
470,ground coriander,mexican
470,lime zest,mexican
470,ground black pepper,mexican
470,salt,mexican
470,honey,mexican
470,ancho powder,mexican
470,tequila,mexican
15646,water,thai
15646,sesame oil,thai
15646,garlic,thai
15646,chili sauce,thai
15646,red bell pepper,thai
15646,sugar,thai
15646,green onions,thai
15646,napa cabbage,thai
15646,rice vinegar,thai
15646,carrots,thai
15646,natural peanut butter,thai
15646,lime,thai
15646,vegetable oil,thai
15646,salt,thai
15646,hearts of romaine,thai
15646,soy sauce,thai
15646,boneless skinless chicken breasts,thai
15646,cilantro,thai
15646,salted peanuts,thai
15646,cucumber,thai
35844,fresh basil,southern_us
35844,balsamic vinegar,southern_us
35844,pepper,southern_us
35844,salt,southern_us
35844,sugar,southern_us
35844,extra-virgin olive oil,southern_us
35844,tomatoes,southern_us
35844,sweet onion,southern_us
44027,cold water,mexican
44027,baking soda,mexican
44027,salt,mexican
44027,confectioners sugar,mexican
44027,cocoa,mexican
44027,cinnamon,mexican
44027,strawberries,mexican
44027,unsweetened cocoa powder,mexican
44027,sugar,mexican
44027,balsamic vinegar,mexican
44027,all-purpose flour,mexican
44027,canola oil,mexican
44027,water,mexican
44027,vanilla extract,mexican
44027,cayenne pepper,mexican
21557,chicken broth,mexican
21557,jalapeno chilies,mexican
21557,tomatillos,mexican
21557,sour cream,mexican
21557,baby spinach leaves,mexican
21557,green onions,mexican
21557,salt,mexican
21557,onions,mexican
21557,pepper sauce,mexican
21557,cilantro stems,mexican
21557,heavy cream,mexican
21557,corn tortillas,mexican
21557,ground black pepper,mexican
21557,vegetable oil,mexican
21557,shrimp,mexican
21557,shredded Monterey Jack cheese,mexican
16319,lime juice,vietnamese
16319,boneless skinless chicken breasts,vietnamese
16319,cucumber,vietnamese
16319,sugar,vietnamese
16319,cooking oil,vietnamese
16319,garlic,vietnamese
16319,fresh mint,vietnamese
16319,peanuts,vietnamese
16319,red pepper flakes,vietnamese
16319,beansprouts,vietnamese
16319,water,vietnamese
16319,vermicelli,vietnamese
16319,wine vinegar,vietnamese
16319,asian fish sauce,vietnamese
34018,sushi rice,japanese
34018,red pepper,japanese
34018,carrots,japanese
34018,wasabi paste,japanese
34018,mirin,japanese
34018,sushi nori,japanese
34018,avocado,japanese
34018,gari,japanese
34018,salt,japanese
34018,cucumber,japanese
34018,soy sauce,japanese
34018,spring onions,japanese
34018,Japanese rice vinegar,japanese
48360,sugar,chinese
48360,sesame oil,chinese
48360,oil,chinese
48360,plain flour,chinese
48360,light soy sauce,chinese
48360,ginger,chinese
48360,minced pork,chinese
48360,warm water,chinese
48360,chili oil,chinese
48360,chinese chives,chinese
48360,eggs,chinese
48360,Shaoxing wine,chinese
48360,chinese cabbage,chinese
48360,black rice vinegar,chinese
10028,olive oil,mexican
10028,salt,mexican
10028,chopped cilantro fresh,mexican
10028,deveined shrimp,mexican
10028,fresh lime juice,mexican
10028,chili powder,mexican
10028,corn tortillas,mexican
10028,mango,mexican
10028,purple onion,mexican
10028,chipotle chile powder,mexican
8684,sesame oil,indian
8684,dried red chile peppers,indian
8684,sesame seeds,indian
8684,salt,indian
46714,long-grain rice,japanese
46714,salt,japanese
46714,rice vinegar,japanese
46714,sugar,japanese
29846,asti spumante,italian
29846,water,italian
29846,cardamom pods,italian
29846,vanilla ice cream,italian
29846,bosc pears,italian
29846,ground cardamom,italian
29846,sugar,italian
29846,mint sprigs,italian
29846,black peppercorns,italian
29846,vanilla beans,italian
29846,orange juice,italian
13480,chopped tomatoes,moroccan
13480,cilantro,moroccan
13480,cinnamon sticks,moroccan
13480,olive oil,moroccan
13480,vegetable stock,moroccan
13480,chickpeas,moroccan
13480,onions,moroccan
13480,pepper,moroccan
13480,sweet potatoes,moroccan
13480,salt,moroccan
13480,red bell pepper,moroccan
13480,eggplant,moroccan
13480,raisins,moroccan
13480,garlic cloves,moroccan
37628,bread crumbs,british
37628,golden syrup,british
37628,black treacle,british
37628,salt,british
37628,plain flour,british
37628,unsalted butter,british
37628,juice,british
37628,sugar,british
37628,free range egg,british
10568,black pepper,french
10568,salt,french
10568,fresh parsley,french
10568,pitted kalamata olives,french
10568,roasted red peppers,french
10568,garlic cloves,french
10568,parsley sprigs,french
10568,extra-virgin olive oil,french
10568,small red potato,french
10568,sherry vinegar,french
10568,anchovy fillets,french
26989,black pepper,korean
26989,shiitake,korean
26989,red pepper flakes,korean
26989,shrimp,korean
26989,sugar,korean
26989,minced garlic,korean
26989,vinegar,korean
26989,salt,korean
26989,onions,korean
26989,green cabbage,korean
26989,pepper,korean
26989,mushroom caps,korean
26989,ginger,korean
26989,hot water,korean
26989,soy sauce,korean
26989,water,korean
26989,sesame oil,korean
26989,all-purpose flour,korean
10290,water,southern_us
10290,finely chopped onion,southern_us
10290,ground red pepper,southern_us
10290,vegetable broth,southern_us
10290,cornmeal,southern_us
10290,sugar,southern_us
10290,fat free milk,southern_us
10290,sweet potatoes,southern_us
10290,butter,southern_us
10290,all-purpose flour,southern_us
10290,ground cloves,southern_us
10290,frozen whole kernel corn,southern_us
10290,bay leaves,southern_us
10290,diced tomatoes,southern_us
10290,garlic cloves,southern_us
10290,navy beans,southern_us
10290,olive oil,southern_us
10290,zucchini,southern_us
10290,baking powder,southern_us
10290,salt,southern_us
10290,fresh parsley,southern_us
33933,ground cinnamon,moroccan
33933,dried currants,moroccan
33933,harissa paste,moroccan
33933,extra-virgin olive oil,moroccan
33933,ground allspice,moroccan
33933,chopped cilantro,moroccan
33933,tomato paste,moroccan
33933,lamb shanks,moroccan
33933,whole peeled tomatoes,moroccan
33933,dry red wine,moroccan
33933,grated nutmeg,moroccan
33933,carrots,moroccan
33933,mint,moroccan
33933,water,moroccan
33933,shallots,moroccan
33933,salt,moroccan
33933,ground coriander,moroccan
33933,onions,moroccan
33933,chicken stock,moroccan
33933,slivered almonds,moroccan
33933,unsalted butter,moroccan
33933,large garlic cloves,moroccan
33933,instant couscous,moroccan
33933,freshly ground pepper,moroccan
33933,ground cumin,moroccan
23041,baking soda,russian
23041,sugar,russian
23041,vanilla extract,russian
23041,eggs,russian
23041,flour,russian
23041,granny smith apples,russian
1911,sugar,indian
1911,salt,indian
1911,cumin seed,indian
1911,cracked black pepper,indian
1911,chickpeas,indian
1911,rice flour,indian
1911,coriander powder,indian
1911,cilantro leaves,indian
1911,oil,indian
1911,asafoetida,indian
1911,ginger,indian
1911,green chilies,indian
1911,onions,indian
8115,water,vietnamese
8115,scallions,vietnamese
8115,fish sauce,vietnamese
8115,salt,vietnamese
8115,dried shrimp,vietnamese
8115,napa cabbage,vietnamese
8115,medium shrimp,vietnamese
8115,white pepper,vietnamese
8115,yellow onion,vietnamese
8115,canola oil,vietnamese
27243,sugar,chinese
27243,rice wine,chinese
27243,tomatoes,chinese
27243,white pepper,chinese
27243,scallions,chinese
27243,ketchup,chinese
27243,salt,chinese
27243,eggs,chinese
27243,cooking oil,chinese
27243,corn starch,chinese
12414,chicken broth,southern_us
12414,white rice,southern_us
12414,whole peeled tomatoes,southern_us
12414,okra,southern_us
12414,bay leaves,southern_us
12414,chicken,southern_us
12414,black pepper,southern_us
12414,salt,southern_us
44327,sugar,southern_us
44327,flour,southern_us
44327,vanilla extract,southern_us
44327,granulated sugar,southern_us
44327,whole milk,southern_us
44327,vanilla wafers,southern_us
44327,bananas,southern_us
44327,egg yolks,southern_us
44327,salt,southern_us
44327,cream of tartar,southern_us
44327,egg whites,southern_us
44327,butter,southern_us
11425,sherry vinegar,italian
11425,shallots,italian
11425,salt,italian
11425,zucchini,italian
11425,extra-virgin olive oil,italian
11425,penne rigate,italian
11425,mascarpone,italian
11425,parsley,italian
11425,green beans,italian
11425,chicken breasts,italian
11425,crushed red pepper,italian
9260,avocado,mexican
9260,diced red onions,mexican
9260,lime juice,mexican
9260,salt,mexican
9260,sugar,mexican
9260,jalapeno chilies,mexican
9260,corn kernels,mexican
9260,cilantro leaves,mexican
12575,unsalted butter,cajun_creole
12575,garlic,cajun_creole
12575,scallions,cajun_creole
12575,flat leaf parsley,cajun_creole
12575,jalapeno chilies,cajun_creole
12575,salt,cajun_creole
12575,chicken livers,cajun_creole
12575,chopped green bell pepper,cajun_creole
12575,purple onion,cajun_creole
12575,long-grain rice,cajun_creole
12575,celery,cajun_creole
12575,ground black pepper,cajun_creole
12575,vegetable oil,cajun_creole
12575,fresh oregano,cajun_creole
12575,red bell pepper,cajun_creole
44826,honey,chinese
44826,green onions,chinese
44826,ketchup,chinese
44826,ground black pepper,chinese
44826,sugar,chinese
44826,sesame seeds,chinese
44826,salt,chinese
44826,white distilled vinegar,chinese
44826,frozen popcorn chicken,chinese
24185,sugar,italian
24185,all purpose unbleached flour,italian
24185,large egg yolks,italian
24185,grated lemon peel,italian
24185,yellow corn meal,italian
24185,unsalted butter,italian
24185,water,italian
24185,salt,italian
20489,pecans,southern_us
20489,granulated sugar,southern_us
20489,heavy cream,southern_us
20489,confectioners sugar,southern_us
20489,light brown sugar,southern_us
20489,peaches,southern_us
20489,cinnamon,southern_us
20489,all-purpose flour,southern_us
20489,turbinado,southern_us
20489,unsalted butter,southern_us
20489,buttermilk,southern_us
20489,corn starch,southern_us
20489,pure vanilla extract,southern_us
20489,baking soda,southern_us
20489,baking powder,southern_us
20489,salt,southern_us
49553,marsala wine,italian
49553,berries,italian
49553,figs,italian
49553,mint sprigs,italian
49553,sugar,italian
49553,whipped topping,italian
49553,large egg yolks,italian
39541,fresh ginger,vietnamese
39541,fish sauce,vietnamese
39541,sugar,vietnamese
39541,fresh lime juice,vietnamese
9882,ground pepper,filipino
9882,garlic,filipino
9882,frozen peas,filipino
9882,water,filipino
9882,chicken breasts,filipino
9882,all-purpose flour,filipino
9882,sugar,filipino
9882,potatoes,filipino
9882,salt,filipino
9882,evaporated milk,filipino
9882,butter,filipino
9882,onions,filipino
31869,salt,irish
31869,cheddar cheese,irish
31869,corned beef,irish
31869,red potato,irish
31869,sour cream,irish
31869,butter,irish
36781,celery ribs,cajun_creole
36781,green bell pepper,cajun_creole
36781,bacon slices,cajun_creole
36781,garlic cloves,cajun_creole
36781,chicken broth,cajun_creole
36781,water,cajun_creole
36781,salt,cajun_creole
36781,cooked rice,cajun_creole
36781,ground red pepper,cajun_creole
36781,salt pork,cajun_creole
36781,red kidney beans,cajun_creole
36781,black pepper,cajun_creole
36781,smoked sausage,cajun_creole
36781,onions,cajun_creole
28787,unflavored gelatin,southern_us
28787,granulated sugar,southern_us
28787,heavy cream,southern_us
28787,pure vanilla extract,southern_us
28787,sugar,southern_us
28787,baking powder,southern_us
28787,cream cheese,southern_us
28787,pecans,southern_us
28787,dark rum,southern_us
28787,praline syrup,southern_us
28787,eggs,southern_us
28787,water,southern_us
28787,bourbon whiskey,southern_us
28787,confectioners sugar,southern_us
45617,ground cinnamon,mexican
45617,chili powder,mexican
45617,garlic cloves,mexican
45617,olive oil,mexican
45617,salt,mexican
45617,corn tortillas,mexican
45617,water,mexican
45617,non-fat sour cream,mexican
45617,shrimp,mexican
45617,avocado,mexican
45617,ground red pepper,mexican
45617,orange juice,mexican
45617,ground cumin,mexican
40435,low-fat plain yogurt,indian
40435,pineapple,indian
40435,dried mint flakes,indian
40435,sugar,indian
40435,salt,indian
40435,pink peppercorns,indian
6533,dry white wine,french
6533,all-purpose flour,french
6533,sugar,french
6533,butter,french
6533,shallots,french
6533,sourdough baguette,french
6533,ground nutmeg,french
6533,cheese,french
28886,dried basil,italian
28886,salt,italian
28886,Italian seasoned diced tomatoes,italian
28886,tomato sauce,italian
28886,boneless chuck roast,italian
28886,onions,italian
28886,tomato paste,italian
28886,olive oil,italian
28886,garlic cloves,italian
28886,dried oregano,italian
28886,sugar,italian
28886,crushed red pepper,italian
28886,spaghetti,italian
46646,garlic chives,thai
46646,peanuts,thai
46646,lime wedges,thai
46646,dried rice noodles,thai
46646,white vinegar,thai
46646,sugar,thai
46646,tamarind juice,thai
46646,paprika,thai
46646,beansprouts,thai
46646,fish sauce,thai
46646,radishes,thai
46646,vegetable oil,thai
46646,cayenne pepper,thai
46646,eggs,thai
46646,soy sauce,thai
46646,cake,thai
46646,garlic,thai
46646,large shrimp,thai
478,melted butter,southern_us
478,warm water,southern_us
478,M&M's Candy,southern_us
478,cream cheese,southern_us
478,brown sugar,southern_us
478,active dry yeast,southern_us
478,salt,southern_us
478,sugar,southern_us
478,red velvet cake mix,southern_us
478,all-purpose flour,southern_us
478,powdered sugar,southern_us
478,milk,southern_us
478,vanilla extract,southern_us
33397,sugar,mexican
33397,jicama,mexican
33397,fresh lime juice,mexican
33397,avocado,mexican
33397,pomegranate seeds,mexican
33397,salt,mexican
33397,ground cumin,mexican
33397,pomegranate juice,mexican
33397,pinenuts,mexican
33397,purple onion,mexican
33397,chopped cilantro fresh,mexican
33397,rocket leaves,mexican
33397,olive oil,mexican
33397,garlic cloves,mexican
9253,dark corn syrup,southern_us
9253,all-purpose flour,southern_us
9253,sugar,southern_us
9253,salt,southern_us
9253,pecan halves,southern_us
9253,vanilla extract,southern_us
9253,eggs,southern_us
9253,pastry shell,southern_us
42356,eggs,cajun_creole
42356,water,cajun_creole
42356,decorating sugars,cajun_creole
42356,confectioners sugar,cajun_creole
42356,sugar,cajun_creole
42356,active dry yeast,cajun_creole
42356,salt,cajun_creole
42356,warm water,cajun_creole
42356,cake,cajun_creole
42356,all-purpose flour,cajun_creole
42356,shortening,cajun_creole
42356,milk,cajun_creole
42356,vanilla extract,cajun_creole
42356,glaze,cajun_creole
8824,water,french
8824,all-purpose flour,french
8824,butter,french
8824,eggs,french
8824,salt,french
8824,milk,french
33843,apple cider vinegar,korean
33843,Gochujang base,korean
33843,red chili peppers,korean
33843,salt,korean
33843,minced garlic,korean
33843,rice vinegar,korean
33843,sugar,korean
33843,sesame oil,korean
33843,english cucumber,korean
15246,white wine,french
15246,salt,french
15246,dried parsley,french
15246,ground black pepper,french
15246,ham,french
15246,garlic powder,french
15246,herb seasoning,french
15246,boneless skinless chicken breast halves,french
15246,condensed cream of chicken soup,french
15246,swiss cheese,french
15246,sour cream,french
45207,fennel seeds,indian
45207,kosher salt,indian
45207,chicken breasts,indian
45207,diced tomatoes,indian
45207,cayenne pepper,indian
45207,coriander,indian
45207,clove,indian
45207,plain yogurt,indian
45207,ground black pepper,indian
45207,heavy cream,indian
45207,garlic,indian
45207,onions,indian
45207,sugar,indian
45207,garam masala,indian
45207,butter,indian
45207,ginger,indian
45207,cardamom,indian
45207,cumin,indian
45207,nutmeg,indian
45207,fresh ginger,indian
45207,cinnamon,indian
45207,cilantro,indian
45207,ground coriander,indian
45207,basmati rice,indian
16021,sugar,french
16021,strawberries,french
16021,vanilla extract,french
16021,large eggs,french
16021,fresh lemon juice,french
16021,1% low-fat milk,french
14276,milk,italian
14276,rosemary needles,italian
14276,sugar,italian
14276,olive oil,italian
14276,all-purpose flour,italian
14276,coarse sugar,italian
14276,active dry yeast,italian
14276,salt,italian
14276,warm water,italian
14276,coarse sea salt,italian
14276,black grapes,italian
10956,yoghurt,indian
10956,water,indian
10956,ghee,indian
10956,sugar,indian
10956,salt,indian
10956,active dry yeast,indian
10956,bread flour,indian
13987,pitted kalamata olives,greek
13987,olive oil,greek
13987,fresh lemon juice,greek
13987,dried oregano,greek
13987,black pepper,greek
13987,salt,greek
13987,cucumber,greek
13987,tomatoes,greek
13987,sourdough bread,greek
13987,garlic cloves,greek
13987,arugula,greek
13987,sugar,greek
13987,purple onion,greek
13987,feta cheese crumbles,greek
4266,garlic paste,indian
4266,bay leaves,indian
4266,black cardamom pods,indian
4266,onions,indian
4266,cooking oil,indian
4266,green peas,indian
4266,carrots,indian
4266,water,indian
4266,fresh green bean,indian
4266,cumin seed,indian
4266,basmati rice,indian
4266,clove,indian
4266,potatoes,indian
4266,salt,indian
4266,cinnamon sticks,indian
42782,sugar,southern_us
42782,flaked coconut,southern_us
42782,vanilla extract,southern_us
42782,chips,southern_us
42782,butter,southern_us
42782,egg yolks,southern_us
42782,pastry shell,southern_us
42782,corn starch,southern_us
42782,half & half,southern_us
42782,whipping cream,southern_us
21575,fontina cheese,italian
21575,parmesan cheese,italian
21575,yellow onion,italian
21575,pepper,italian
21575,balsamic vinegar,italian
21575,red bell pepper,italian
21575,fresh basil,italian
21575,large eggs,italian
21575,garlic cloves,italian
21575,olive oil,italian
21575,salt,italian
21575,bay leaf,italian
40177,sugar,chinese
40177,green onions,chinese
40177,chili bean sauce,chinese
40177,garlic cloves,chinese
40177,water,chinese
40177,dry sherry,chinese
40177,peanut oil,chinese
40177,dried red chile peppers,chinese
40177,soy sauce,chinese
40177,rice wine,chinese
40177,green chilies,chinese
40177,red bell pepper,chinese
40177,boneless chicken breast,chinese
40177,ginger,chinese
40177,scallions,chinese
40177,celery,chinese
7438,garlic powder,southern_us
7438,buttermilk,southern_us
7438,hot sauce,southern_us
7438,onion powder,southern_us
7438,salt,southern_us
7438,self-rising cornmeal,southern_us
7438,cayenne,southern_us
7438,paprika,southern_us
7438,okra,southern_us
7438,black pepper,southern_us
7438,vegetable oil,southern_us
7438,all-purpose flour,southern_us
45462,peaches,southern_us
45462,cinnamon sugar,southern_us
45462,sugar,southern_us
45462,butter,southern_us
45462,self rising flour,southern_us
45462,milk,southern_us
45462,heavy cream,southern_us
47045,olive oil,italian
47045,clam juice,italian
47045,salt,italian
47045,bay scallops,italian
47045,crushed red pepper flakes,italian
47045,fresh parsley,italian
47045,sun-dried tomatoes,italian
47045,butter,italian
47045,medium shrimp,italian
47045,pasta,italian
47045,lemon zest,italian
47045,garlic,italian
2417,sugar,indian
2417,crushed red pepper flakes,indian
2417,green chilies,indian
2417,onions,indian
2417,tomatoes,indian
2417,pandanus leaf,indian
2417,garlic,indian
2417,black mustard seeds,indian
2417,canola oil,indian
2417,curry leaves,indian
2417,frozen okra,indian
2417,ginger,indian
2417,cumin seed,indian
2417,ground turmeric,indian
2417,red chili powder,indian
2417,seeds,indian
2417,salt,indian
2417,cinnamon sticks,indian
18005,pepper,italian
18005,grated parmesan cheese,italian
18005,fresh mushrooms,italian
18005,pearl onions,italian
18005,butter,italian
18005,water,italian
18005,orzo pasta,italian
18005,fresh parsley,italian
18005,white wine,italian
18005,garlic powder,italian
18005,salt,italian
4226,fresh raspberries,french
4226,sugar,french
4226,chambord,french
4226,water,french
30547,molasses,southern_us
30547,buttermilk,southern_us
30547,sugar,southern_us
30547,unsalted butter,southern_us
30547,all-purpose flour,southern_us
30547,ground cloves,southern_us
30547,cinnamon,southern_us
30547,ground ginger,southern_us
30547,baking soda,southern_us
30547,salt,southern_us
44279,light brown sugar,southern_us
44279,vanilla extract,southern_us
44279,half & half,southern_us
44279,sugar,southern_us
44279,chopped pecans,southern_us
44279,butter,southern_us
29685,cold water,chinese
29685,olive oil,chinese
29685,jalapeno chilies,chinese
29685,ginger,chinese
29685,corn starch,chinese
29685,soy sauce,chinese
29685,zucchini,chinese
29685,sesame oil,chinese
29685,rice vinegar,chinese
29685,onions,chinese
29685,baby bok choy,chinese
29685,ground black pepper,chinese
29685,sweet potatoes,chinese
29685,salt,chinese
29685,red bell pepper,chinese
29685,savoy cabbage,chinese
29685,water,chinese
29685,extra firm tofu,chinese
29685,diced tomatoes,chinese
29685,carrots,chinese
42079,black beans,mexican
42079,butter,mexican
42079,frozen corn,mexican
42079,red bell pepper,mexican
42079,green bell pepper,mexican
42079,flour,mexican
42079,garlic,mexican
42079,green chilies,mexican
42079,onions,mexican
42079,chicken broth,mexican
42079,flour tortillas,mexican
42079,ground pork,mexican
42079,cayenne pepper,mexican
42079,sour cream,mexican
42079,black pepper,mexican
42079,chili powder,mexican
42079,salt,mexican
42079,shredded cheese,mexican
42079,dried oregano,mexican
8117,plain low-fat yogurt,french
8117,cheese,french
8117,cottage cheese,french
8117,gran marnier,french
8117,raspberries,french
8117,orange zest,french
8117,sugar,french
8117,strawberries,french
8061,sugar,korean
8061,tortillas,korean
8061,salt,korean
8061,chili flakes,korean
8061,pork belly,korean
8061,ginger,korean
8061,kimchi,korean
8061,sambal ulek,korean
8061,soy sauce,korean
8061,sesame oil,korean
8061,sauce,korean
8061,dark soy sauce,korean
8061,water,korean
8061,garlic,korean
8061,toasted sesame seeds,korean
25090,soy sauce,chinese
25090,starch,chinese
25090,scallions,chinese
25090,black vinegar,chinese
25090,red chili peppers,chinese
25090,sweet soy sauce,chinese
25090,roasted peanuts,chinese
25090,onions,chinese
25090,green bell pepper,chinese
25090,white pepper,chinese
25090,sesame oil,chinese
25090,oil,chinese
25090,sugar,chinese
25090,water,chinese
25090,garlic,chinese
25090,shrimp,chinese
20078,coriander powder,indian
20078,yellow onion,indian
20078,ground cumin,indian
20078,red bliss potato,indian
20078,ground turmeric,indian
20078,vegetable oil,indian
20078,cayenne pepper,indian
20078,garam masala,indian
20078,salt,indian
20078,chicken,indian
48067,cilantro,mexican
48067,sugar,mexican
48067,salt,mexican
48067,white vinegar,mexican
48067,purple onion,mexican
48067,pepper,mexican
48067,plum tomatoes,mexican
46609,sugar,moroccan
46609,olive oil,moroccan
46609,harissa,moroccan
46609,sweet paprika,moroccan
46609,couscous,moroccan
46609,dressing,moroccan
46609,water,moroccan
46609,almonds,moroccan
46609,salt,moroccan
46609,garlic cloves,moroccan
46609,cumin,moroccan
46609,pepper,moroccan
46609,coriander seeds,moroccan
46609,crushed red pepper,moroccan
46609,cumin seed,moroccan
46609,fresh lime juice,moroccan
46609,caraway seeds,moroccan
46609,fresh cilantro,moroccan
46609,coriander powder,moroccan
46609,sweet corn,moroccan
46609,grate lime peel,moroccan
46609,chicken,moroccan
17166,sesame seeds,japanese
17166,english cucumber,japanese
17166,wakame,japanese
17166,salt,japanese
17166,japanese cucumber,japanese
17166,sugar,japanese
17166,rice vinegar,japanese
23378,pepper,filipino
23378,salt,filipino
23378,sugar,filipino
23378,vinegar,filipino
23378,garlic cloves,filipino
23378,water,filipino
23378,scallions,filipino
23378,soy sauce,filipino
23378,cooking oil,filipino
23378,medium shrimp,filipino
17701,steel-cut oats,irish
17701,large eggs,irish
17701,all-purpose flour,irish
17701,baking soda,irish
17701,baking powder,irish
17701,whole wheat flour,irish
17701,cooking spray,irish
17701,wheat germ,irish
17701,brown sugar,irish
17701,low-fat buttermilk,irish
17701,salt,irish
46354,sugar,british
46354,almond extract,british
46354,pastry dough,british
46354,rice flour,british
46354,strawberry jam,british
46354,butter,british
46354,eggs,british
46354,baking powder,british
1674,salt,italian
1674,olive oil,italian
1674,spaghettini,italian
1674,broccoli,italian
1674,ground black pepper,italian
2702,bread crumb fresh,french
2702,sea scallops,french
2702,dry white wine,french
2702,California bay leaves,french
2702,water,french
2702,parmigiano reggiano cheese,french
2702,salt,french
2702,onions,french
2702,kosher salt,french
2702,unsalted butter,french
2702,heavy cream,french
2702,flat leaf parsley,french
2702,black pepper,french
2702,large egg yolks,french
2702,mushrooms,french
2702,all-purpose flour,french
23735,whole almonds,french
23735,honey,french
23735,whipping cream,french
23735,saffron threads,french
23735,sugar,french
23735,whole milk,french
23735,brown sugar,french
23735,water,french
23735,dried lavender blossoms,french
23735,grated orange peel,french
23735,large egg yolks,french
23735,salt,french
13139,pepper,indian
13139,extra-virgin olive oil,indian
13139,black mustard seeds,indian
13139,basmati rice,indian
13139,tomatoes,indian
13139,garam masala,indian
13139,soft-boiled egg,indian
13139,onions,indian
13139,smoked haddock fillet,indian
13139,salt,indian
13139,bay leaf,indian
13139,cumin,indian
13139,garlic paste,indian
13139,fresh thyme,indian
13139,green chilies,indian
13139,coriander,indian
23974,sugar,french
23974,heavy cream,french
23974,fresh lemon juice,french
23974,large eggs,french
23974,fresh orange juice,french
23974,orange zest,french
23974,cream of tartar,french
23974,whole milk,french
23974,salt,french
23974,large egg whites,french
23974,sweetened coconut flakes,french
23974,fresh pineapple,french
47421,sugar,southern_us
47421,dry mustard,southern_us
47421,zesty italian dressing,southern_us
47421,baking soda,southern_us
47421,beef broth,southern_us
47421,collard greens,southern_us
47421,bacon,southern_us
21297,sugar,chinese
21297,red cabbage,chinese
21297,ginger,chinese
21297,chow mein noodles,chinese
21297,white pepper,chinese
21297,boneless skinless chicken breasts,chinese
21297,rice vinegar,chinese
21297,soy sauce,chinese
21297,green onions,chinese
21297,garlic,chinese
21297,carrots,chinese
21297,romaine lettuce,chinese
21297,sliced almonds,chinese
21297,sesame oil,chinese
21297,edamame,chinese
39095,brown sugar,mexican
39095,flour,mexican
39095,salt,mexican
39095,oil,mexican
39095,ground cumin,mexican
39095,black pepper,mexican
39095,crushed red pepper flakes,mexican
39095,chili con carne,mexican
39095,sour cream,mexican
39095,tomato sauce,mexican
39095,chicken breasts,mexican
39095,all-purpose flour,mexican
39095,Mexican cheese,mexican
39095,chicken broth,mexican
39095,black beans,mexican
39095,garlic,mexican
39095,cream cheese,mexican
39095,dried oregano,mexican
14602,butter,southern_us
14602,pecans,southern_us
14602,all-purpose flour,southern_us
14602,cold water,southern_us
14602,vanilla extract,southern_us
14602,sugar,southern_us
2572,eggs,russian
2572,baking powder,russian
2572,milk,russian
2572,butter,russian
2572,ground cinnamon,russian
2572,flour,russian
2572,sugar,russian
2572,vegetable oil,russian
9202,vegetable oil,southern_us
9202,powdered sugar,southern_us
9202,strawberries,southern_us
9202,refrigerated piecrusts,southern_us
9202,sugar,southern_us
9202,corn starch,southern_us
9067,pepper,mexican
9067,ground black pepper,mexican
9067,garlic,mexican
9067,game,mexican
9067,olive oil,mexican
9067,lemon,mexican
9067,red bell pepper,mexican
9067,ground cumin,mexican
9067,corn kernels,mexican
9067,chili powder,mexican
9067,salt,mexican
9067,chopped cilantro fresh,mexican
9067,lime,mexican
